date_key,year,month,day,day_of_week,is_weekend,is_holiday_vancouver,holiday_name_vancouver,is_holiday_denver,holiday_name_denver
20150101,2015,1,1,Thursday,0,1,New Year's Day,1,New Year's Day
20150102,2015,1,2,Friday,0,0,,0,
20150103,2015,1,3,Saturday,1,0,,0,
20150104,2015,1,4,Sunday,1,0,,0,
20150105,2015,1,5,Monday,0,0,,0,
20150106,2015,1,6,Tuesday,0,0,,0,
20150107,2015,1,7,Wednesday,0,0,,0,
20150108,2015,1,8,Thursday,0,0,,0,
20150109,2015,1,9,Friday,0,0,,0,
20150110,2015,1,10,Saturday,1,0,,0,
20150111,2015,1,11,Sunday,1,0,,0,
20150112,2015,1,12,Monday,0,0,,0,
20150113,2015,1,13,Tuesday,0,0,,0,
20150114,2015,1,14,Wednesday,0,0,,0,
20150115,2015,1,15,Thursday,0,0,,0,
20150116,2015,1,16,Friday,0,0,,0,
20150117,2015,1,17,Saturday,1,0,,0,
20150118,2015,1,18,Sunday,1,0,,0,
20150119,2015,1,19,Monday,0,0,,1,"Martin Luther King, Jr. Day"
20150120,2015,1,20,Tuesday,0,0,,0,
20150121,2015,1,21,Wednesday,0,0,,0,
20150122,2015,1,22,Thursday,0,0,,0,
20150123,2015,1,23,Friday,0,0,,0,
20150124,2015,1,24,Saturday,1,0,,0,
20150125,2015,1,25,Sunday,1,0,,0,
20150126,2015,1,26,Monday,0,0,,0,
20150127,2015,1,27,Tuesday,0,0,,0,
20150128,2015,1,28,Wednesday,0,0,,0,
20150129,2015,1,29,Thursday,0,0,,0,
20150130,2015,1,30,Friday,0,0,,0,
20150131,2015,1,31,Saturday,1,0,,0,
20150201,2015,2,1,Sunday,1,0,,0,
20150202,2015,2,2,Monday,0,0,,0,
20150203,2015,2,3,Tuesday,0,0,,0,
20150204,2015,2,4,Wednesday,0,0,,0,
20150205,2015,2,5,Thursday,0,0,,0,
20150206,2015,2,6,Friday,0,0,,0,
20150207,2015,2,7,Saturday,1,0,,0,
20150208,2015,2,8,Sunday,1,0,,0,
20150209,2015,2,9,Monday,0,1,Family Day,0,
20150210,2015,2,10,Tuesday,0,0,,0,
20150211,2015,2,11,Wednesday,0,0,,0,
20150212,2015,2,12,Thursday,0,0,,0,
20150213,2015,2,13,Friday,0,0,,0,
20150214,2015,2,14,Saturday,1,0,,0,
20150215,2015,2,15,Sunday,1,0,,0,
20150216,2015,2,16,Monday,0,0,,1,President's Day
20150217,2015,2,17,Tuesday,0,0,,0,
20150218,2015,2,18,Wednesday,0,0,,0,
20150219,2015,2,19,Thursday,0,0,,0,
20150220,2015,2,20,Friday,0,0,,0,
20150221,2015,2,21,Saturday,1,0,,0,
20150222,2015,2,22,Sunday,1,0,,0,
20150223,2015,2,23,Monday,0,0,,0,
20150224,2015,2,24,Tuesday,0,0,,0,
20150225,2015,2,25,Wednesday,0,0,,0,
20150226,2015,2,26,Thursday,0,0,,0,
20150227,2015,2,27,Friday,0,0,,0,
20150228,2015,2,28,Saturday,1,0,,0,
20150301,2015,3,1,Sunday,1,0,,0,
20150302,2015,3,2,Monday,0,0,,0,
20150303,2015,3,3,Tuesday,0,0,,0,
20150304,2015,3,4,Wednesday,0,0,,0,
20150305,2015,3,5,Thursday,0,0,,0,
20150306,2015,3,6,Friday,0,0,,0,
20150307,2015,3,7,Saturday,1,0,,0,
20150308,2015,3,8,Sunday,1,0,,0,
20150309,2015,3,9,Monday,0,0,,0,
20150310,2015,3,10,Tuesday,0,0,,0,
20150311,2015,3,11,Wednesday,0,0,,0,
20150312,2015,3,12,Thursday,0,0,,0,
20150313,2015,3,13,Friday,0,0,,0,
20150314,2015,3,14,Saturday,1,0,,0,
20150315,2015,3,15,Sunday,1,0,,0,
20150316,2015,3,16,Monday,0,0,,0,
20150317,2015,3,17,Tuesday,0,0,,0,
20150318,2015,3,18,Wednesday,0,0,,0,
20150319,2015,3,19,Thursday,0,0,,0,
20150320,2015,3,20,Friday,0,0,,0,
20150321,2015,3,21,Saturday,1,0,,0,
20150322,2015,3,22,Sunday,1,0,,0,
20150323,2015,3,23,Monday,0,0,,0,
20150324,2015,3,24,Tuesday,0,0,,0,
20150325,2015,3,25,Wednesday,0,0,,0,
20150326,2015,3,26,Thursday,0,0,,0,
20150327,2015,3,27,Friday,0,0,,0,
20150328,2015,3,28,Saturday,1,0,,0,
20150329,2015,3,29,Sunday,1,0,,0,
20150330,2015,3,30,Monday,0,0,,0,
20150331,2015,3,31,Tuesday,0,0,,0,
20150401,2015,4,1,Wednesday,0,0,,0,
20150402,2015,4,2,Thursday,0,0,,0,
20150403,2015,4,3,Friday,0,1,Good Friday,0,
20150404,2015,4,4,Saturday,1,0,,0,
20150405,2015,4,5,Sunday,1,0,,0,
20150406,2015,4,6,Monday,0,0,,0,
20150407,2015,4,7,Tuesday,0,0,,0,
20150408,2015,4,8,Wednesday,0,0,,0,
20150409,2015,4,9,Thursday,0,0,,0,
20150410,2015,4,10,Friday,0,0,,0,
20150411,2015,4,11,Saturday,1,0,,0,
20150412,2015,4,12,Sunday,1,0,,0,
20150413,2015,4,13,Monday,0,0,,0,
20150414,2015,4,14,Tuesday,0,0,,0,
20150415,2015,4,15,Wednesday,0,0,,0,
20150416,2015,4,16,Thursday,0,0,,0,
20150417,2015,4,17,Friday,0,0,,0,
20150418,2015,4,18,Saturday,1,0,,0,
20150419,2015,4,19,Sunday,1,0,,0,
20150420,2015,4,20,Monday,0,0,,0,
20150421,2015,4,21,Tuesday,0,0,,0,
20150422,2015,4,22,Wednesday,0,0,,0,
20150423,2015,4,23,Thursday,0,0,,0,
20150424,2015,4,24,Friday,0,0,,0,
20150425,2015,4,25,Saturday,1,0,,0,
20150426,2015,4,26,Sunday,1,0,,0,
20150427,2015,4,27,Monday,0,0,,0,
20150428,2015,4,28,Tuesday,0,0,,0,
20150429,2015,4,29,Wednesday,0,0,,0,
20150430,2015,4,30,Thursday,0,0,,0,
20150501,2015,5,1,Friday,0,0,,0,
20150502,2015,5,2,Saturday,1,0,,0,
20150503,2015,5,3,Sunday,1,0,,0,
20150504,2015,5,4,Monday,0,0,,0,
20150505,2015,5,5,Tuesday,0,0,,0,
20150506,2015,5,6,Wednesday,0,0,,0,
20150507,2015,5,7,Thursday,0,0,,0,
20150508,2015,5,8,Friday,0,0,,0,
20150509,2015,5,9,Saturday,1,0,,0,
20150510,2015,5,10,Sunday,1,0,,0,
20150511,2015,5,11,Monday,0,0,,0,
20150512,2015,5,12,Tuesday,0,0,,0,
20150513,2015,5,13,Wednesday,0,0,,0,
20150514,2015,5,14,Thursday,0,0,,0,
20150515,2015,5,15,Friday,0,0,,0,
20150516,2015,5,16,Saturday,1,0,,0,
20150517,2015,5,17,Sunday,1,0,,0,
20150518,2015,5,18,Monday,0,1,Victoria Day,0,
20150519,2015,5,19,Tuesday,0,0,,0,
20150520,2015,5,20,Wednesday,0,0,,0,
20150521,2015,5,21,Thursday,0,0,,0,
20150522,2015,5,22,Friday,0,0,,0,
20150523,2015,5,23,Saturday,1,0,,0,
20150524,2015,5,24,Sunday,1,0,,0,
20150525,2015,5,25,Monday,0,0,,1,Memorial Day
20150526,2015,5,26,Tuesday,0,0,,0,
20150527,2015,5,27,Wednesday,0,0,,0,
20150528,2015,5,28,Thursday,0,0,,0,
20150529,2015,5,29,Friday,0,0,,0,
20150530,2015,5,30,Saturday,1,0,,0,
20150531,2015,5,31,Sunday,1,0,,0,
20150601,2015,6,1,Monday,0,0,,0,
20150602,2015,6,2,Tuesday,0,0,,0,
20150603,2015,6,3,Wednesday,0,0,,0,
20150604,2015,6,4,Thursday,0,0,,0,
20150605,2015,6,5,Friday,0,0,,0,
20150606,2015,6,6,Saturday,1,0,,0,
20150607,2015,6,7,Sunday,1,0,,0,
20150608,2015,6,8,Monday,0,0,,0,
20150609,2015,6,9,Tuesday,0,0,,0,
20150610,2015,6,10,Wednesday,0,0,,0,
20150611,2015,6,11,Thursday,0,0,,0,
20150612,2015,6,12,Friday,0,0,,0,
20150613,2015,6,13,Saturday,1,0,,0,
20150614,2015,6,14,Sunday,1,0,,0,
20150615,2015,6,15,Monday,0,0,,0,
20150616,2015,6,16,Tuesday,0,0,,0,
20150617,2015,6,17,Wednesday,0,0,,0,
20150618,2015,6,18,Thursday,0,0,,0,
20150619,2015,6,19,Friday,0,0,,0,
20150620,2015,6,20,Saturday,1,0,,0,
20150621,2015,6,21,Sunday,1,0,,0,
20150622,2015,6,22,Monday,0,0,,0,
20150623,2015,6,23,Tuesday,0,0,,0,
20150624,2015,6,24,Wednesday,0,0,,0,
20150625,2015,6,25,Thursday,0,0,,0,
20150626,2015,6,26,Friday,0,0,,0,
20150627,2015,6,27,Saturday,1,0,,0,
20150628,2015,6,28,Sunday,1,0,,0,
20150629,2015,6,29,Monday,0,0,,0,
20150630,2015,6,30,Tuesday,0,0,,0,
20150701,2015,7,1,Wednesday,0,1,Canada Day,0,
20150702,2015,7,2,Thursday,0,0,,0,
20150703,2015,7,3,Friday,0,0,,1,Independence Day
20150704,2015,7,4,Saturday,1,0,,0,
20150705,2015,7,5,Sunday,1,0,,0,
20150706,2015,7,6,Monday,0,0,,0,
20150707,2015,7,7,Tuesday,0,0,,0,
20150708,2015,7,8,Wednesday,0,0,,0,
20150709,2015,7,9,Thursday,0,0,,0,
20150710,2015,7,10,Friday,0,0,,0,
20150711,2015,7,11,Saturday,1,0,,0,
20150712,2015,7,12,Sunday,1,0,,0,
20150713,2015,7,13,Monday,0,0,,0,
20150714,2015,7,14,Tuesday,0,0,,0,
20150715,2015,7,15,Wednesday,0,0,,0,
20150716,2015,7,16,Thursday,0,0,,0,
20150717,2015,7,17,Friday,0,0,,0,
20150718,2015,7,18,Saturday,1,0,,0,
20150719,2015,7,19,Sunday,1,0,,0,
20150720,2015,7,20,Monday,0,0,,0,
20150721,2015,7,21,Tuesday,0,0,,0,
20150722,2015,7,22,Wednesday,0,0,,0,
20150723,2015,7,23,Thursday,0,0,,0,
20150724,2015,7,24,Friday,0,0,,0,
20150725,2015,7,25,Saturday,1,0,,0,
20150726,2015,7,26,Sunday,1,0,,0,
20150727,2015,7,27,Monday,0,0,,0,
20150728,2015,7,28,Tuesday,0,0,,0,
20150729,2015,7,29,Wednesday,0,0,,0,
20150730,2015,7,30,Thursday,0,0,,0,
20150731,2015,7,31,Friday,0,0,,0,
20150801,2015,8,1,Saturday,1,0,,0,
20150802,2015,8,2,Sunday,1,0,,0,
20150803,2015,8,3,Monday,0,1,B.C. Day,0,
20150804,2015,8,4,Tuesday,0,0,,0,
20150805,2015,8,5,Wednesday,0,0,,0,
20150806,2015,8,6,Thursday,0,0,,0,
20150807,2015,8,7,Friday,0,0,,0,
20150808,2015,8,8,Saturday,1,0,,0,
20150809,2015,8,9,Sunday,1,0,,0,
20150810,2015,8,10,Monday,0,0,,0,
20150811,2015,8,11,Tuesday,0,0,,0,
20150812,2015,8,12,Wednesday,0,0,,0,
20150813,2015,8,13,Thursday,0,0,,0,
20150814,2015,8,14,Friday,0,0,,0,
20150815,2015,8,15,Saturday,1,0,,0,
20150816,2015,8,16,Sunday,1,0,,0,
20150817,2015,8,17,Monday,0,0,,0,
20150818,2015,8,18,Tuesday,0,0,,0,
20150819,2015,8,19,Wednesday,0,0,,0,
20150820,2015,8,20,Thursday,0,0,,0,
20150821,2015,8,21,Friday,0,0,,0,
20150822,2015,8,22,Saturday,1,0,,0,
20150823,2015,8,23,Sunday,1,0,,0,
20150824,2015,8,24,Monday,0,0,,0,
20150825,2015,8,25,Tuesday,0,0,,0,
20150826,2015,8,26,Wednesday,0,0,,0,
20150827,2015,8,27,Thursday,0,0,,0,
20150828,2015,8,28,Friday,0,0,,0,
20150829,2015,8,29,Saturday,1,0,,0,
20150830,2015,8,30,Sunday,1,0,,0,
20150831,2015,8,31,Monday,0,0,,0,
20150901,2015,9,1,Tuesday,0,0,,0,
20150902,2015,9,2,Wednesday,0,0,,0,
20150903,2015,9,3,Thursday,0,0,,0,
20150904,2015,9,4,Friday,0,0,,0,
20150905,2015,9,5,Saturday,1,0,,0,
20150906,2015,9,6,Sunday,1,0,,0,
20150907,2015,9,7,Monday,0,1,Labour Day,1,Labor Day
20150908,2015,9,8,Tuesday,0,0,,0,
20150909,2015,9,9,Wednesday,0,0,,0,
20150910,2015,9,10,Thursday,0,0,,0,
20150911,2015,9,11,Friday,0,0,,0,
20150912,2015,9,12,Saturday,1,0,,0,
20150913,2015,9,13,Sunday,1,0,,0,
20150914,2015,9,14,Monday,0,0,,0,
20150915,2015,9,15,Tuesday,0,0,,0,
20150916,2015,9,16,Wednesday,0,0,,0,
20150917,2015,9,17,Thursday,0,0,,0,
20150918,2015,9,18,Friday,0,0,,0,
20150919,2015,9,19,Saturday,1,0,,0,
20150920,2015,9,20,Sunday,1,0,,0,
20150921,2015,9,21,Monday,0,0,,0,
20150922,2015,9,22,Tuesday,0,0,,0,
20150923,2015,9,23,Wednesday,0,0,,0,
20150924,2015,9,24,Thursday,0,0,,0,
20150925,2015,9,25,Friday,0,0,,0,
20150926,2015,9,26,Saturday,1,0,,0,
20150927,2015,9,27,Sunday,1,0,,0,
20150928,2015,9,28,Monday,0,0,,0,
20150929,2015,9,29,Tuesday,0,0,,0,
20150930,2015,9,30,Wednesday,0,0,,0,
20151001,2015,10,1,Thursday,0,0,,0,
20151002,2015,10,2,Friday,0,0,,0,
20151003,2015,10,3,Saturday,1,0,,0,
20151004,2015,10,4,Sunday,1,0,,0,
20151005,2015,10,5,Monday,0,0,,0,
20151006,2015,10,6,Tuesday,0,0,,0,
20151007,2015,10,7,Wednesday,0,0,,0,
20151008,2015,10,8,Thursday,0,0,,0,
20151009,2015,10,9,Friday,0,0,,0,
20151010,2015,10,10,Saturday,1,0,,0,
20151011,2015,10,11,Sunday,1,0,,0,
20151012,2015,10,12,Monday,0,1,Thanksgiving Day,1,Columbus Day
20151013,2015,10,13,Tuesday,0,0,,0,
20151014,2015,10,14,Wednesday,0,0,,0,
20151015,2015,10,15,Thursday,0,0,,0,
20151016,2015,10,16,Friday,0,0,,0,
20151017,2015,10,17,Saturday,1,0,,0,
20151018,2015,10,18,Sunday,1,0,,0,
20151019,2015,10,19,Monday,0,0,,0,
20151020,2015,10,20,Tuesday,0,0,,0,
20151021,2015,10,21,Wednesday,0,0,,0,
20151022,2015,10,22,Thursday,0,0,,0,
20151023,2015,10,23,Friday,0,0,,0,
20151024,2015,10,24,Saturday,1,0,,0,
20151025,2015,10,25,Sunday,1,0,,0,
20151026,2015,10,26,Monday,0,0,,0,
20151027,2015,10,27,Tuesday,0,0,,0,
20151028,2015,10,28,Wednesday,0,0,,0,
20151029,2015,10,29,Thursday,0,0,,0,
20151030,2015,10,30,Friday,0,0,,0,
20151031,2015,10,31,Saturday,1,0,,0,
20151101,2015,11,1,Sunday,1,0,,0,
20151102,2015,11,2,Monday,0,0,,0,
20151103,2015,11,3,Tuesday,0,0,,0,
20151104,2015,11,4,Wednesday,0,0,,0,
20151105,2015,11,5,Thursday,0,0,,0,
20151106,2015,11,6,Friday,0,0,,0,
20151107,2015,11,7,Saturday,1,0,,0,
20151108,2015,11,8,Sunday,1,0,,0,
20151109,2015,11,9,Monday,0,0,,0,
20151110,2015,11,10,Tuesday,0,0,,0,
20151111,2015,11,11,Wednesday,0,1,Remembrance Day,1,Veterans Day
20151112,2015,11,12,Thursday,0,0,,0,
20151113,2015,11,13,Friday,0,0,,0,
20151114,2015,11,14,Saturday,1,0,,0,
20151115,2015,11,15,Sunday,1,0,,0,
20151116,2015,11,16,Monday,0,0,,0,
20151117,2015,11,17,Tuesday,0,0,,0,
20151118,2015,11,18,Wednesday,0,0,,0,
20151119,2015,11,19,Thursday,0,0,,0,
20151120,2015,11,20,Friday,0,0,,0,
20151121,2015,11,21,Saturday,1,0,,0,
20151122,2015,11,22,Sunday,1,0,,0,
20151123,2015,11,23,Monday,0,0,,0,
20151124,2015,11,24,Tuesday,0,0,,0,
20151125,2015,11,25,Wednesday,0,0,,0,
20151126,2015,11,26,Thursday,0,0,,1,Thanksgiving Day
20151127,2015,11,27,Friday,0,0,,0,
20151128,2015,11,28,Saturday,1,0,,0,
20151129,2015,11,29,Sunday,1,0,,0,
20151130,2015,11,30,Monday,0,0,,0,
20151201,2015,12,1,Tuesday,0,0,,0,
20151202,2015,12,2,Wednesday,0,0,,0,
20151203,2015,12,3,Thursday,0,0,,0,
20151204,2015,12,4,Friday,0,0,,0,
20151205,2015,12,5,Saturday,1,0,,0,
20151206,2015,12,6,Sunday,1,0,,0,
20151207,2015,12,7,Monday,0,0,,0,
20151208,2015,12,8,Tuesday,0,0,,0,
20151209,2015,12,9,Wednesday,0,0,,0,
20151210,2015,12,10,Thursday,0,0,,0,
20151211,2015,12,11,Friday,0,0,,0,
20151212,2015,12,12,Saturday,1,0,,0,
20151213,2015,12,13,Sunday,1,0,,0,
20151214,2015,12,14,Monday,0,0,,0,
20151215,2015,12,15,Tuesday,0,0,,0,
20151216,2015,12,16,Wednesday,0,0,,0,
20151217,2015,12,17,Thursday,0,0,,0,
20151218,2015,12,18,Friday,0,0,,0,
20151219,2015,12,19,Saturday,1,0,,0,
20151220,2015,12,20,Sunday,1,0,,0,
20151221,2015,12,21,Monday,0,0,,0,
20151222,2015,12,22,Tuesday,0,0,,0,
20151223,2015,12,23,Wednesday,0,0,,0,
20151224,2015,12,24,Thursday,0,0,,0,
20151225,2015,12,25,Friday,0,1,Christmas Day,1,Christmas Day
20151226,2015,12,26,Saturday,1,0,,0,
20151227,2015,12,27,Sunday,1,0,,0,
20151228,2015,12,28,Monday,0,0,,0,
20151229,2015,12,29,Tuesday,0,0,,0,
20151230,2015,12,30,Wednesday,0,0,,0,
20151231,2015,12,31,Thursday,0,0,,0,
20160101,2016,1,1,Friday,0,1,New Year's Day,1,New Year's Day
20160102,2016,1,2,Saturday,1,0,,0,
20160103,2016,1,3,Sunday,1,0,,0,
20160104,2016,1,4,Monday,0,0,,0,
20160105,2016,1,5,Tuesday,0,0,,0,
20160106,2016,1,6,Wednesday,0,0,,0,
20160107,2016,1,7,Thursday,0,0,,0,
20160108,2016,1,8,Friday,0,0,,0,
20160109,2016,1,9,Saturday,1,0,,0,
20160110,2016,1,10,Sunday,1,0,,0,
20160111,2016,1,11,Monday,0,0,,0,
20160112,2016,1,12,Tuesday,0,0,,0,
20160113,2016,1,13,Wednesday,0,0,,0,
20160114,2016,1,14,Thursday,0,0,,0,
20160115,2016,1,15,Friday,0,0,,0,
20160116,2016,1,16,Saturday,1,0,,0,
20160117,2016,1,17,Sunday,1,0,,0,
20160118,2016,1,18,Monday,0,0,,1,"Martin Luther King, Jr. Day"
20160119,2016,1,19,Tuesday,0,0,,0,
20160120,2016,1,20,Wednesday,0,0,,0,
20160121,2016,1,21,Thursday,0,0,,0,
20160122,2016,1,22,Friday,0,0,,0,
20160123,2016,1,23,Saturday,1,0,,0,
20160124,2016,1,24,Sunday,1,0,,0,
20160125,2016,1,25,Monday,0,0,,0,
20160126,2016,1,26,Tuesday,0,0,,0,
20160127,2016,1,27,Wednesday,0,0,,0,
20160128,2016,1,28,Thursday,0,0,,0,
20160129,2016,1,29,Friday,0,0,,0,
20160130,2016,1,30,Saturday,1,0,,0,
20160131,2016,1,31,Sunday,1,0,,0,
20160201,2016,2,1,Monday,0,0,,0,
20160202,2016,2,2,Tuesday,0,0,,0,
20160203,2016,2,3,Wednesday,0,0,,0,
20160204,2016,2,4,Thursday,0,0,,0,
20160205,2016,2,5,Friday,0,0,,0,
20160206,2016,2,6,Saturday,1,0,,0,
20160207,2016,2,7,Sunday,1,0,,0,
20160208,2016,2,8,Monday,0,1,Family Day,0,
20160209,2016,2,9,Tuesday,0,0,,0,
20160210,2016,2,10,Wednesday,0,0,,0,
20160211,2016,2,11,Thursday,0,0,,0,
20160212,2016,2,12,Friday,0,0,,0,
20160213,2016,2,13,Saturday,1,0,,0,
20160214,2016,2,14,Sunday,1,0,,0,
20160215,2016,2,15,Monday,0,0,,1,President's Day
20160216,2016,2,16,Tuesday,0,0,,0,
20160217,2016,2,17,Wednesday,0,0,,0,
20160218,2016,2,18,Thursday,0,0,,0,
20160219,2016,2,19,Friday,0,0,,0,
20160220,2016,2,20,Saturday,1,0,,0,
20160221,2016,2,21,Sunday,1,0,,0,
20160222,2016,2,22,Monday,0,0,,0,
20160223,2016,2,23,Tuesday,0,0,,0,
20160224,2016,2,24,Wednesday,0,0,,0,
20160225,2016,2,25,Thursday,0,0,,0,
20160226,2016,2,26,Friday,0,0,,0,
20160227,2016,2,27,Saturday,1,0,,0,
20160228,2016,2,28,Sunday,1,0,,0,
20160229,2016,2,29,Monday,0,0,,0,
20160301,2016,3,1,Tuesday,0,0,,0,
20160302,2016,3,2,Wednesday,0,0,,0,
20160303,2016,3,3,Thursday,0,0,,0,
20160304,2016,3,4,Friday,0,0,,0,
20160305,2016,3,5,Saturday,1,0,,0,
20160306,2016,3,6,Sunday,1,0,,0,
20160307,2016,3,7,Monday,0,0,,0,
20160308,2016,3,8,Tuesday,0,0,,0,
20160309,2016,3,9,Wednesday,0,0,,0,
20160310,2016,3,10,Thursday,0,0,,0,
20160311,2016,3,11,Friday,0,0,,0,
20160312,2016,3,12,Saturday,1,0,,0,
20160313,2016,3,13,Sunday,1,0,,0,
20160314,2016,3,14,Monday,0,0,,0,
20160315,2016,3,15,Tuesday,0,0,,0,
20160316,2016,3,16,Wednesday,0,0,,0,
20160317,2016,3,17,Thursday,0,0,,0,
20160318,2016,3,18,Friday,0,0,,0,
20160319,2016,3,19,Saturday,1,0,,0,
20160320,2016,3,20,Sunday,1,0,,0,
20160321,2016,3,21,Monday,0,0,,0,
20160322,2016,3,22,Tuesday,0,0,,0,
20160323,2016,3,23,Wednesday,0,0,,0,
20160324,2016,3,24,Thursday,0,0,,0,
20160325,2016,3,25,Friday,0,1,Good Friday,0,
20160326,2016,3,26,Saturday,1,0,,0,
20160327,2016,3,27,Sunday,1,0,,0,
20160328,2016,3,28,Monday,0,0,,0,
